university,year,budget_yi_yuan,source_type,metric_code,source_url,notes
上海交通大学,2016,118.030124,official_html,budget_total,https://gk.sjtu.edu.cn/Phone/View/502,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
上海交通大学,2017,140.773366,official_pdf,income_total,https://gk.sjtu.edu.cn/Assets/userfiles/sys_eb538c1c-65ff-4e82-8e6a-a1ef01127fed/files/gkml/%E4%B8%8A%E6%B5%B7%E4%BA%A4%E9%80%9A%E5%A4%A7%E5%AD%A62017%E5%B9%B4%E5%BA%A6%E9%83%A8%E9%97%A8%E9%A2%84%E7%AE%97.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
上海交通大学,2018,144.87757,official_pdf,income_total,https://gk.sjtu.edu.cn/Assets/userfiles/sys_eb538c1c-65ff-4e82-8e6a-a1ef01127fed/files/20180427/%E4%B8%8A%E6%B5%B7%E4%BA%A4%E9%80%9A%E5%A4%A7%E5%AD%A62018%E5%B9%B4%E5%BA%A6%E9%83%A8%E9%97%A8%E9%A2%84%E7%AE%97.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
上海交通大学,2019,156.319958,official_pdf,income_total,https://gk.sjtu.edu.cn/Assets/userfiles/sys_eb538c1c-65ff-4e82-8e6a-a1ef01127fed/files/20190425/20190425084935583.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
上海交通大学,2020,164.900092,official_pdf,income_total,https://gk.sjtu.edu.cn/Assets/userfiles/sys_eb538c1c-65ff-4e82-8e6a-a1ef01127fed/files/20200703/20200703102725573.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
上海交通大学,2021,175.647416,official_pdf,income_total,https://gk.sjtu.edu.cn/Assets/userfiles/sys_eb538c1c-65ff-4e82-8e6a-a1ef01127fed/files/20210409/20210409085653062.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
上海交通大学,2022,204.198443,official_pdf,income_total,https://gk.sjtu.edu.cn/Assets/userfiles/sys_eb538c1c-65ff-4e82-8e6a-a1ef01127fed/files/20220421/20220421182159888.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
上海交通大学,2023,265.164863,official_pdf,income_total,https://gk.sjtu.edu.cn/Assets/userfiles/sys_eb538c1c-65ff-4e82-8e6a-a1ef01127fed/files/20230421/20230421140414884.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
上海交通大学,2024,281.576575,official_pdf,income_total,https://gk.sjtu.edu.cn/Assets/userfiles/sys_eb538c1c-65ff-4e82-8e6a-a1ef01127fed/files/20240419/20240419134127209.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
上海交通大学,2025,294.477274,official_pdf,income_total,https://gk.sjtu.edu.cn/Assets/userfiles/sys_eb538c1c-65ff-4e82-8e6a-a1ef01127fed/files/20250418/20250418150938996.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
上海交通大学,2026,304.114821,official_pdf,income_total,https://gk.sjtu.edu.cn/Assets/userfiles/sys_eb538c1c-65ff-4e82-8e6a-a1ef01127fed/files/20260423/20260423134912384.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
中国科学技术大学,2017,53.534431,official_pdf,income_total,https://xxgk.ustc.edu.cn/_upload/article/files/9f/d7/d5549e5f46dea88bd8ffc78c19f3/e930dafe-693d-46d7-8332-65723e8058ec.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
中国科学技术大学,2018,57.696846,official_pdf,income_total,https://xxgk.ustc.edu.cn/_upload/article/files/04/34/d2df43644f5aae3a9b4f6c1a7c6c/abc82211-7a7d-4b67-92ff-91f79bdf0c6f.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
中国科学技术大学,2019,68.523674,official_pdf,income_total,https://xxgk.ustc.edu.cn/_upload/article/files/90/e0/8e1b7a2241cd902d11006e58cbf6/615cf5a7-7e59-4ff1-b6e6-7e7cc265fb0d.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
中国科学技术大学,2020,72.484854,official_pdf,income_total,https://xxgk.ustc.edu.cn/_upload/article/files/0d/d7/aa20424d49229dadb09d9d8039ed/1c22376d-4d21-4e54-8c56-6bb4f9da191c.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
中国科学技术大学,2021,72.997584,official_pdf,income_total,https://xxgk.ustc.edu.cn/_upload/article/files/7d/cf/312856404f19829a0e1afd101438/788d90cb-4d4b-42e3-bdb7-fe755a6d02cd.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
中国科学技术大学,2022,133.84772,official_pdf,income_total,https://xxgk.ustc.edu.cn/_upload/article/files/16/76/fb41cafa412a976d1b8b7a402bf3/a0d5ef63-a9cf-4572-a503-34e2bc588982.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
中国科学技术大学,2023,138.973891,official_pdf,income_total,https://xxgk.ustc.edu.cn/_upload/article/files/56/09/c04b0d65483d8d377dbfb7038204/32d23d2d-c800-49e6-bc9f-cca3353404db.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
中国科学技术大学,2024,139.495435,official_pdf,income_total,https://xxgk.ustc.edu.cn/_upload/article/files/f3/98/8645ada74fb990839237c341b4c3/4029f7c1-b41e-48c7-85f2-be4f3a5caa88.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
中国科学技术大学,2025,136.1132,official_pdf,income_total,https://xxgk.ustc.edu.cn/_upload/article/files/64/3c/aec6f52d4c6981525480c200ad3a/c7ae8b1f-a521-49ef-b25b-1c77403f3357.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
中国科学技术大学,2026,137.287685,official_pdf,income_total,https://xxgk.ustc.edu.cn/_upload/article/files/cd/1b/a53baa1c42debe17c7f138282ebb/51fa62fe-e442-4d76-ad54-895c9734426e.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
北京大学,2016,153.112749,official_pdf,income_total,https://xxgk.pku.edu.cn/docs/20160506105731184104.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
北京大学,2017,193.453269,official_pdf,income_total,https://xxgk.pku.edu.cn/docs/20170426091251871222.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
北京大学,2018,125.543167,official_pdf,income_total,https://xxgk.pku.edu.cn/docs/20180427085834038899.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
北京大学,2019,190.068978,official_pdf,income_total,https://xxgk.pku.edu.cn/docs/20190426085248233358.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
北京大学,2020,191.080814,official_pdf,income_total,https://xxgk.pku.edu.cn/docs/20200703095843466311.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
北京大学,2021,221.34,third_party_ocr_fallback,legacy_budget_yi_yuan,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,
北京大学,2022,219.286272,official_pdf,expense_total,https://xxgk.pku.edu.cn/docs/20220421175709111901.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
北京大学,2023,222.465984,official_pdf,expense_total,https://xxgk.pku.edu.cn/docs/20230421170004313283.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
北京大学,2024,243.29975,official_pdf,expense_total,https://xxgk.pku.edu.cn/docs/20240419175741718941.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
北京大学,2025,259.135837,official_pdf,income_total,https://xxgk.pku.edu.cn/docs/20250418180029581910.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
北京大学,2026,280.492826,official_pdf,income_total,https://xxgk.pku.edu.cn/docs/2026-04/53e37cbcda454342924db62f97038064.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
南京大学,2013,35.897426,official_pdf,income_total,https://xxgk.nju.edu.cn/_upload/article/2c/18/3b41aee64ea5af2d6b32c5a4b3d0/f608ced2-54d5-481b-8f6c-387ea8edb762.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
南京大学,2014,57.036554,official_pdf,budget_total,https://xxgk.nju.edu.cn/_upload/article/4d/5e/2790f758483fbd2e1a2636174430/0863e0a7-42a5-4b10-af0d-e0c1c6a60db4.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
南京大学,2015,56.075048,official_pdf,expense_total,https://xxgk.nju.edu.cn/_upload/article/3d/76/5b75602d45a991699fca614588fd/5ce81cfc-8309-40e5-b70d-88a1901c30da.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
南京大学,2016,57.019958,official_pdf,budget_total,https://xxgk.nju.edu.cn/_upload/article/files/54/1a/20d4a9e8486997b264c51d78243f/3e25c06a-8273-4e8d-a6b6-feb5406484d3.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
南京大学,2017,69.325938,official_pdf,budget_total,https://xxgk.nju.edu.cn/_upload/article/files/41/e9/71fb712b4f9db6b9a0e53a6e7a11/bd5da699-a6a8-4ac4-8606-73830fdc340b.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
南京大学,2018,81.262924,official_pdf,budget_total,https://xxgk.nju.edu.cn/_upload/article/files/ea/9a/41c699ab4edbaf9896e0e7a940bc/70c7ff92-766c-401d-ac09-574320d06ef0.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
南京大学,2019,77.533977,official_pdf,income_total,https://xxgk.nju.edu.cn/_upload/article/files/19/f8/ef9c9929432782d23b0b169bb67a/d1b3750e-3230-4af7-8239-f25968053400.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
南京大学,2020,79.293906,official_pdf,budget_total,https://xxgk.nju.edu.cn/_upload/article/files/6f/87/a89ccc4a43299aac42bbebdd2437/4f198289-e1e0-4766-9486-09351efcf19e.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
南京大学,2021,86.393547,official_pdf,income_total,https://xxgk.nju.edu.cn/_upload/article/files/59/7c/3f3862324434bbe2fcb362ae99b8/0949ecf5-59ed-4519-8edc-401e3335f0e5.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
南京大学,2022,93.471152,official_pdf,income_total,https://xxgk.nju.edu.cn/_upload/article/files/0e/a3/ab9ea7554f42879a98183dcd7298/86f9ecab-cc23-4862-8619-5a092e2ff178.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
南京大学,2023,97.491525,official_pdf,income_total,https://xxgk.nju.edu.cn/_upload/article/files/06/8d/b70f213b45768e691f44d535b55d/5c18cbed-892b-4277-af0b-2029e0f8ab00.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
南京大学,2024,121.408531,official_pdf,income_total,https://xxgk.nju.edu.cn/_upload/article/files/37/31/6cf0f99242a7a44762bf1df0263b/2bf712f7-b235-4fe7-b207-a889a25f721d.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
南京大学,2025,127.176838,official_pdf,income_total,https://xxgk.nju.edu.cn/_upload/article/files/4c/3f/ca61f075487091c62fdf0e78da55/82bb8630-3bfe-4155-bf82-df50ec4d1d3f.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
南京大学,2026,146.671711,official_pdf,income_total,https://xxgk.nju.edu.cn/_upload/article/files/d6/60/572f8ef24e51b55d769b17dddfd0/34a190c7-8c95-4b04-b16d-63dbbca34123.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
哈尔滨工业大学,2021,108.030775,official_pdf,income_total,https://xxgk.hit.edu.cn/_upload/article/files/75/6b/6f0a8e324c069b9f9771fe9ef770/f1c03234-5ee2-4be9-a3c2-90b7a78d054d.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
哈尔滨工业大学,2022,144.179197,official_pdf,income_total,https://xxgk.hit.edu.cn/_upload/article/files/35/fb/9b682f9f4b7e9d67caf134db0f83/43aa6bf9-16f8-4832-bfba-bea229c62c4b.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
哈尔滨工业大学,2023,167.504383,official_pdf,income_total,https://xxgk.hit.edu.cn/_upload/article/files/14/8d/291804b941abb1218708cda3ddb9/b1bc749e-5f30-4371-9e54-4a71ea592028.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
哈尔滨工业大学,2024,194.634487,official_pdf,income_total,https://xxgk.hit.edu.cn/_upload/article/files/38/17/5b2bfa74467188815c00caf7b156/ed79d374-3a83-4f1e-bfa3-b2c8279cc455.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
哈尔滨工业大学,2025,226.086683,official_pdf,income_total,https://xxgk.hit.edu.cn/_upload/article/files/5f/2e/d3a97c8d450e8dc18270d8115978/db13aa73-cac0-4e99-a7e5-128d8ecde551.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
哈尔滨工业大学,2026,258.840616,official_pdf,income_total,https://xxgk.hit.edu.cn/_upload/article/files/9f/33/d46dacee47dd97af889c0a8e650c/c7e73e36-0969-411e-a664-0b49cfbfb0e3.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
复旦大学,2013,43.192003,official_pdf,income_total,https://xxgk.fudan.edu.cn/_upload/article/d6/42/2ce93cc5487a88fb5774c1472a92/fae3b551-2f2f-4a86-bca4-0e32cb5797ca.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
复旦大学,2015,65.074792,official_pdf,income_total,https://xxgk.fudan.edu.cn/_upload/article/58/ab/5edd329d47d7a53242d1fd61ae35/e2764a7f-43b7-4e21-a57a-2967d52f145a.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
复旦大学,2016,78.8,third_party_ocr_fallback,legacy_budget_yi_yuan,,
复旦大学,2017,100.408676,official_pdf,income_total,https://xxgk.fudan.edu.cn/_upload/article/files/65/9b/ff0c78ad4dcba63d1d717d579bac/a670dc40-566e-41ce-9da9-af2435a91964.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
复旦大学,2018,108.900498,official_pdf,income_total,https://xxgk.fudan.edu.cn/_upload/article/files/fe/7a/ad2f82904a69ba0a7120a6d9f8d3/68916d53-f192-403f-a68f-601ee2a63a41.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
复旦大学,2019,125.091332,official_pdf,income_total,https://xxgk.fudan.edu.cn/_upload/article/files/79/5f/e55328054bf18b56fb11e383bb10/516c6fc1-ec0c-45e2-81ea-d1d1e0358fcd.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
复旦大学,2020,136.210057,official_pdf,income_total,https://xxgk.fudan.edu.cn/_upload/article/files/9b/48/00a1d03a4ddea959d4f2fa589f06/6e74c6db-1127-4907-a698-bbc201ed45de.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
复旦大学,2021,141.620249,official_pdf,income_total,https://xxgk.fudan.edu.cn/_upload/article/files/21/80/95b8841946f39da2e9003e11ff86/0835f18a-19b5-48e1-950e-273ea9c7ada4.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
复旦大学,2022,171.553314,official_pdf,income_total,https://xxgk.fudan.edu.cn/_upload/article/files/28/66/d53159554a7c9a849c10f0e0845e/fda62457-7084-4ea3-a38b-350505b6d467.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
复旦大学,2023,178.688309,official_pdf,income_total,https://xxgk.fudan.edu.cn/_upload/article/files/4f/4e/6555a82443ea97702183f3f6342e/75495301-0f19-42b2-b6ab-26457402917d.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
复旦大学,2024,182.260527,official_pdf,income_total,https://xxgk.fudan.edu.cn/_upload/article/files/3c/3b/d93267674abba524cc1a665e8e83/aab58b0c-1a1a-4bcd-93ca-901e5688ae32.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
复旦大学,2025,182.950699,official_pdf,income_total,https://xxgk.fudan.edu.cn/_upload/article/files/6d/57/d0a5f28c406aa22fa0a84296294a/4a70e0cd-a3b9-48c9-abdf-0dd6d3fa8df4.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
复旦大学,2026,199.3865,official_pdf,expense_total,https://xxgk.fudan.edu.cn/_upload/article/files/ca/ff/619ab2534cfb9d11a94a35b66010/0c8441eb-5494-4355-a274-9ed762ec5bec.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
浙江大学,2014,121.473694,official_pdf,income_total,https://www.zju.edu.cn/_upload/article/files/8f/34/9c2ed3d049c7a3a8d52d3b5b9a79/aaf42e5f-e01b-4fc0-8f4a-382ce8256d48.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
浙江大学,2015,131.149758,official_pdf,income_total,https://www.zju.edu.cn/_upload/article/files/f0/93/874aac2b471bac009986cdbdf039/56373af7-9026-4b1f-ae58-9415517c0aae.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
浙江大学,2016,154.282735,official_pdf,income_total,https://www.zju.edu.cn/_upload/article/files/83/0e/8fd40aaa497ea6697906b3172381/05fd8393-28c7-4ba7-bb77-d916b92e7b23.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
浙江大学,2017,150.473723,official_pdf,income_total,https://www.zju.edu.cn/_upload/article/files/fc/fc/8b9d81f845b890e2ae98427bd09a/0da38bba-1c88-4fad-bd24-035a42ee906f.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
浙江大学,2018,154.645106,official_pdf,income_total,https://www.zju.edu.cn/_upload/article/files/9d/d3/a7789db44745ad7496554b5d0069/d000a256-2149-4254-9fbc-a2f12c49ac54.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
浙江大学,2019,191.772564,official_pdf,income_total,https://www.zju.edu.cn/_upload/article/files/2c/a5/dbd749ea46469d9368f4f3e4199e/66a09cd5-cb8e-459d-8d55-90fa9a4a4978.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
浙江大学,2020,216.199399,official_pdf,budget_total,https://www.zju.edu.cn/_upload/article/files/12/84/3367825c44ca8e7dbd2858c35ff0/4da16152-6b39-4aae-b177-424db4f6513a.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
浙江大学,2021,228.16228,official_pdf,budget_total,https://www.zju.edu.cn/_upload/article/files/4c/66/e8b09b6a4140a356d1865f66c894/73177f67-dc96-40d7-a465-c8bee577de48.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
浙江大学,2022,261.025438,official_pdf,budget_total,https://www.zju.edu.cn/_upload/article/files/62/8a/f6904e544576bc6ceeee757280cd/f810ce9f-72d0-4b92-a410-5906ce1b2e69.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
浙江大学,2023,309.012181,official_pdf,budget_total,https://www.zju.edu.cn/_upload/article/files/7e/62/9bf083904c4e9819d7f276b7450d/d1ecd9de-aaaf-4a08-9dbe-57ccce291eeb.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
浙江大学,2024,328.808115,official_pdf,budget_total,https://www.zju.edu.cn/_upload/article/files/02/09/6dc4f620493489da0ec575d99b95/0f62d1b8-d343-47b7-8d50-c1d77f60441a.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
浙江大学,2025,352.306448,official_pdf,budget_total,https://www.zju.edu.cn/_upload/article/files/7a/55/45f5ab13458eaa9940bdadc1415b/ecf58a04-982f-4206-887a-86a72797dbdf.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
浙江大学,2026,382.460182,official_pdf,budget_total,https://www.zju.edu.cn/_upload/article/files/bd/c0/1f37978e4a209b531d74efd3812b/3df95d7c-0be5-42d0-a115-ebbcb7996c7a.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
清华大学,2013,113.772518,official_pdf,income_total,https://www.tsinghua.edu.cn/__local/A/16/38/FA960BFE565CB4001A760683A74_483ECB25_5E31D.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
清华大学,2014,164.138104,official_pdf,income_total,https://www.tsinghua.edu.cn/__local/C/75/6A/281650543C50EAC66ED854A4B06_F520E119_6E15D.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
清华大学,2015,174.947829,official_pdf,income_total,https://www.tsinghua.edu.cn/__local/C/9E/BC/DCA69C287C67D000BDBDFD76B2C_4BCC29F5_3FE3D.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
清华大学,2016,182.171592,official_pdf,income_total,https://www.tsinghua.edu.cn/__local/9/F3/A2/00AF04F2F32465DD473B3C47040_3C3537CB_41FA5.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
清华大学,2017,233.347645,official_pdf,income_total,https://www.tsinghua.edu.cn/__local/8/8F/19/0576A4D72C17B710DB08C81BB08_A7B0DFDA_4285F.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
清华大学,2018,269.452186,official_pdf,income_total,https://www.tsinghua.edu.cn/__local/0/00/C1/9E980D46617EC25751411575C58_F3776480_46422.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
清华大学,2019,297.208933,official_pdf,income_total,https://www.tsinghua.edu.cn/__local/0/21/F8/A53852D08550BC835A4C5AEF1EF_8580EA91_443BE.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
清华大学,2020,310.716472,official_pdf,income_total,https://www.tsinghua.edu.cn/__local/D/8C/A7/7757FD9321FD04AA3505E3EC647_12D89842_44094.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
清华大学,2021,317.283147,official_pdf,income_total,https://www.tsinghua.edu.cn/__local/F/52/59/54CD7918086E89150DA9A035F01_511179F0_81784.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
清华大学,2022,362.112315,official_pdf,income_total,https://www.tsinghua.edu.cn/__local/4/F4/9A/3E64F0017D611E4121DE49315B8_7F0D6877_17AF15.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
清华大学,2023,410.926656,official_pdf,income_total,https://www.tsinghua.edu.cn/__local/4/6D/2B/402AE299C2BAC1C7FA4AC942C83_6598C762_644C6.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
清华大学,2024,385.692317,official_pdf,income_total,https://www.tsinghua.edu.cn/__local/6/63/0F/1D7DC256140AE0C3998E77B5981_FFBE952D_98A7B.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
清华大学,2025,395.177127,official_pdf,income_total,https://www.tsinghua.edu.cn/__local/4/CE/D9/1D5CCA339C64A8CC1B89FDA33FA_7F6DD4F6_90319.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
清华大学,2026,403.927363,official_pdf,income_total,https://www.tsinghua.edu.cn/__local/B/DA/82/5C6F131EE6AB26E752548AD706D_9E6258EF_9DAAD.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
西安交通大学,2014,53.491293,official_pdf,income_total,local://xjtu/2014预算.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
西安交通大学,2015,63.775269,official_pdf,income_total,local://xjtu/2015预算.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
西安交通大学,2016,56.372289,official_pdf,income_total,local://xjtu/2016预算.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
西安交通大学,2017,70.439619,official_pdf,income_total,local://xjtu/2017预算.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
西安交通大学,2018,80.394564,official_pdf,income_total,local://xjtu/2018预算.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
西安交通大学,2019,88.170784,official_pdf,income_total,local://xjtu/2019预算.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
西安交通大学,2020,101.162665,official_pdf,income_total,local://xjtu/2020预算.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
西安交通大学,2021,114.68,third_party_ocr_fallback,legacy_budget_yi_yuan,https://m.mp.oeeee.com/a/BAAFRD000020210414468623.html,
西安交通大学,2022,133.719752,official_pdf,income_total,local://xjtu/2022预算.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
西安交通大学,2023,146.288696,official_pdf,income_total,local://xjtu/2023预算.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
西安交通大学,2024,160.983609,official_pdf,income_total,local://xjtu/2024预算.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
西安交通大学,2025,172.986438,official_pdf,income_total,local://xjtu/2025预算.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
西安交通大学,2026,185.557951,official_pdf,income_total,local://xjtu/2026预算.pdf,official candidate; metric priority: budget_total > income_total > expense_total > current_year_expense_total > current_year_income_total
