year,rank,university,budget_original,budget_unit,budget_yi_yuan,source_image,source_url,extraction_method,verified,notes
2018,1,清华大学,269.45亿元,亿元,269.45,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,2,浙江大学,154.65亿元,亿元,154.65,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,3,上海交通大学,144.88亿元,亿元,144.88,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,4,中山大学,134.92亿元,亿元,134.92,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,5,同济大学,134.21亿元,亿元,134.21,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,OCR漏识别预算总经费134.21; 已按原图补入
2018,6,北京大学,125.54亿元,亿元,125.54,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,7,复旦大学,108.90亿元,亿元,108.90,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,8,华中科技大学,97.97亿元,亿元,97.97,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,9,吉林大学,97.65亿元,亿元,97.65,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,10,武汉大学,93.48亿元,亿元,93.48,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,11,四川大学,85.28亿元,亿元,85.28,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,12,山东大学,84.41亿元,亿元,84.41,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,13,天津大学,82.88亿元,亿元,82.88,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,14,南京大学,81.26亿元,亿元,81.26,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,15,西安交通大学,80.39亿元,亿元,80.39,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,16,厦门大学,76.81亿元,亿元,76.81,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,17,中南大学,73.02亿元,亿元,73.02,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,18,华南理工大学,71.75亿元,亿元,71.75,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,19,南开大学,69.15亿元,亿元,69.15,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,20,北京师范大学,66.12亿元,亿元,66.12,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,21,东南大学,44.70亿元,亿元,44.70,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,22,中国人民大学,57.79亿元,亿元,57.79,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,23,华东师范大学,57.03亿元,亿元,57.03,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,24,大连理工大学,55.59亿元,亿元,55.59,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,25,中国农业大学,55.45亿元,亿元,55.45,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,26,电子科技大学,53.83亿元,亿元,53.83,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,27,重庆大学,50.36亿元,亿元,50.36,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,28,北京交通大学,49.33亿元,亿元,49.33,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,29,东北大学,36.88亿元,亿元,36.88,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,30,武汉理工大学,48.42亿元,亿元,48.42,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,31,北京科技大学,47.01亿元,亿元,47.01,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,32,西安电子科技大学,45.10亿元,亿元,45.10,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,33,西南交通大学,44.98亿元,亿元,44.98,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,35,中国矿业大学,42.32亿元,亿元,42.32,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,36,中国石油大学（北京）,42.13亿元,亿元,42.13,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,37,湖南大学,41.43亿元,亿元,41.43,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,38,西南大学,41.10亿元,亿元,41.10,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,39,中国石油大学（华东）,28.02亿元,亿元,28.02,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,40,兰州大学,37.97亿元,亿元,37.97,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,41,北京化工大学,37.86亿元,亿元,37.86,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,42,河海大学,37.51亿元,亿元,37.51,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,43,西北农林科技大学,37.38亿元,亿元,37.38,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,44,华东理工大学,36.43亿元,亿元,36.43,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,45,中国海洋大学,35.81亿元,亿元,35.81,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,46,江南大学,34.50亿元,亿元,34.50,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,47,长安大学,34.20亿元,亿元,34.20,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,48,南京农业大学,34.03亿元,亿元,34.03,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,49,华北电力大学,30.48亿元,亿元,30.48,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,50,合肥工业大学,29.60亿元,亿元,29.60,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,51,华中师范大学,29.27亿元,亿元,29.27,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,52,东北师范大学,27.71亿元,亿元,27.71,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,53,北京邮电大学,25.75亿元,亿元,25.75,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,54,华中农业大学,24.89亿元,亿元,24.89,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,55,北京中医药大学,24.57亿元,亿元,24.57,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,56,中国地质大学（北京）,24.15亿元,亿元,24.15,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,57,东华大学,22.50亿元,亿元,22.50,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,58,陕西师范大学,21.88亿元,亿元,21.88,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,59,中国药科大学,19.78亿元,亿元,19.78,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,60,对外经济贸易大学,17.28亿元,亿元,17.28,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,61,东北林业大学,16.99亿元,亿元,16.99,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,62,上海财经大学,16.96亿元,亿元,16.96,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,63,中南财经政法大学,15.97亿元,亿元,15.97,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,64,中国矿业大学（北京）,15.92亿元,亿元,15.92,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,65,西南财经大学,15.83亿元,亿元,15.83,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,66,北京林业大学,14.70亿元,亿元,14.70,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,67,中国传媒大学,14.13亿元,亿元,14.13,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,68,中央财经大学,14.13亿元,亿元,14.13,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,69,上海外国语大学,13.96亿元,亿元,13.96,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,70,北京外国语大学,13.88亿元,亿元,13.88,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,71,中国政法大学,13.50亿元,亿元,13.50,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,72,北京语言大学,12.28亿元,亿元,12.28,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,73,中央美术学院,7.99亿元,亿元,7.99,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,74,中央音乐学院,6.20亿元,亿元,6.20,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,75,中央戏剧学院,4.27亿元,亿元,4.27,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2019,1,北京大学,190.06亿元,亿元,190.06,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,2,清华大学,297.20亿元,亿元,297.20,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,3,浙江大学,191.77亿元,亿元,191.77,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,4,吉林大学,98.97亿元,亿元,98.97,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,5,武汉大学,106.44亿元,亿元,106.44,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,6,四川大学,94.48亿元,亿元,94.48,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,7,华中科技大学,106.98亿元,亿元,106.98,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,8,上海交通大学,156.32亿元,亿元,156.32,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,9,复旦大学,125.09亿元,亿元,125.09,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,10,山东大学,97.27亿元,亿元,97.27,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,11,中山大学,175.17亿元,亿元,175.17,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,12,西安交通大学,88.17亿元,亿元,88.17,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,13,中南大学,84.50亿元,亿元,84.50,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,14,南京大学,77.53亿元,亿元,77.53,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,15,北京师范大学,81.85亿元,亿元,81.85,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,16,西南大学,44.37亿元,亿元,44.37,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,17,同济大学,90.46亿元,亿元,90.46,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,18,天津大学,76.53亿元,亿元,76.53,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,19,厦门大学,81.93亿元,亿元,81.93,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,20,中国人民大学,63.92亿元,亿元,63.92,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,21,武汉理工大学,54.71亿元,亿元,54.71,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,22,东南大学,74.72亿元,亿元,74.72,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,23,重庆大学,51.80亿元,亿元,51.80,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,24,南开大学,66.35亿元,亿元,66.35,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,25,华南理工大学,70.98亿元,亿元,70.98,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,26,兰州大学,45.37亿元,亿元,45.37,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,27,东北大学,49.89亿元,亿元,49.89,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,28,大连理工大学,59.52亿元,亿元,59.52,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,29,西北农林科技大学,39.84亿元,亿元,39.84,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,30,华东师范大学,62.38亿元,亿元,62.38,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,31,电子科技大学,60.51亿元,亿元,60.51,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,32,华中师范大学,31.70亿元,亿元,31.70,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,33,西南交通大学,47.50亿元,亿元,47.50,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,34,湖南大学,45.56亿元,亿元,45.56,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,35,中国地质大学（武汉）,41.79亿元,亿元,41.79,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,36,中国农业大学,56.20亿元,亿元,56.20,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,37,合肥工业大学,32.49亿元,亿元,32.49,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,38,西安电子科技大学,46.43亿元,亿元,46.43,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2020,1,清华大学,310.72亿元,亿元,310.72,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,2,浙江大学,216.20亿元,亿元,216.20,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,3,北京大学,191.08亿元,亿元,191.08,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,4,中山大学,186.93亿元,亿元,186.93,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,5,上海交通大学,164.90亿元,亿元,164.90,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,6,复旦大学,136.21亿元,亿元,136.21,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,7,山东大学,115.29亿元,亿元,115.29,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,8,华中科技大学,113.61亿元,亿元,113.61,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,9,东南大学,104.39亿元,亿元,104.39,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,10,西安交通大学,101.16亿元,亿元,101.16,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,11,武汉大学,98.59亿元,亿元,98.59,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,12,四川大学,98.55亿元,亿元,98.55,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,13,吉林大学,95.31亿元,亿元,95.31,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,14,同济大学,94.95亿元,亿元,94.95,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,15,天津大学,87.57亿元,亿元,87.57,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,16,北京师范大学,86.35亿元,亿元,86.35,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,17,中南大学,81.84亿元,亿元,81.84,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,18,华南理工大学,81.83亿元,亿元,81.83,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,19,南京大学,79.29亿元,亿元,79.29,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,20,中国人民大学,74.42亿元,亿元,74.42,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,21,厦门大学,72.83亿元,亿元,72.83,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,22,电子科技大学,68.50亿元,亿元,68.50,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,23,大连理工大学,65.26亿元,亿元,65.26,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,24,华东师范大学,62.78亿元,亿元,62.78,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,25,南开大学,62.65亿元,亿元,62.65,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,26,重庆大学,58.92亿元,亿元,58.92,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,27,北京交通大学,58.65亿元,亿元,58.65,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,28,武汉理工大学,57.20亿元,亿元,57.20,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,29,湖南大学,54.67亿元,亿元,54.67,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,30,中国农业大学,53.96亿元,亿元,53.96,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,31,兰州大学,52.57亿元,亿元,52.57,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,32,东北大学/,51.46亿元,亿元,51.46,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,33,西南交通大学,49.28亿元,亿元,49.28,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,34,北京科技大学,49.14亿元,亿元,49.14,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,35,西南大学,48.80亿元,亿元,48.80,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,36,西安电子科技大学,47.95亿元,亿元,47.95,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,37,中国海洋大学,45.39亿元,亿元,45.39,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,38,河海大学,44.54亿元,亿元,44.54,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,39,中国石油大学（华东）,43.48亿元,亿元,43.48,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,40,中国地质大学（武汉）,42.31亿元,亿元,42.31,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,41,中国石油大学（北京）,42.30亿元,亿元,42.30,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,42,西北农林科技大学,41.61亿元,亿元,41.61,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,43,中国矿业大学,40.16亿元,亿元,40.16,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,44,长安大学,37.77亿元,亿元,37.77,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,45,华东理工大学,37.68亿元,亿元,37.68,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
