year,rank,university,annual_budget_yi_yuan,current_year_income_yi_yuan,income_total_yi_yuan,annual_income_total_yi_yuan,annual_expenditure_total_yi_yuan,prior_year_budget_yi_yuan,change_yi_yuan,change_ratio,fiscal_appropriation_income_yi_yuan,fiscal_appropriation_ratio,department,province,source_image,source_url,extraction_method,verified,notes
2017,50,长安大学,26.05,,,26.05,26.05,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,51,江南大学,25.69,,,20.53,22.66,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,52,东北师范大学,25.08,,,22.06,22.03,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,53,陕西师范大学,24.77,,,18.25,22.50,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,54,中国地质大学（北京）,23.93,,,13.75,16.13,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,55,北京邮电大学,23.24,,,20.14,22.51,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,56,东华大学,20.69,,,16.34,16.94,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,57,中南财经政法大学,19.90,,,13.65,19.90,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,58,北京中医药大学,18.30,,,13.13,12.11,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,59,中国药科大学,17.84,,,13.62,13.63,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,60,对外经济贸易大学,16.23,,,14.23,16.23,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,61,西南财经大学,15.93,,,15.74,15.93,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,62,上海财经大学,15.84,,,14.85,14.82,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,63,东北林业大学,15.23,,,13.00,13.01,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,64,北京林业大学,14.88,,,14.88,14.88,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,65,中央财经大学,14.65,,,13.59,13.64,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,66,中国矿业大学（北京）,14.21,,,9.26,9.35,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,rank OCR疑似为99，按行序校正为66
2017,67,中国传媒大学,12.40,,,11.37,11.43,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,68,北京语言大学,12.35,,,9.47,12.02,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,69,北京外国语大学,12.16,,,12.16,,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,70,中国政法大学,11.21,,,10.71,11.21,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,71,北京化工大学,10.40,,,10.40,10.40,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,72,上海外国语大学,9.96,,,9.67,9.96,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,73,中央美术学院,7.61,,,7.41,7.45,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,74,中央音乐学院,4.56,,,4.54,4.55,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2017,75,中央戏剧学院,3.98,,,3.26,3.98,,,,,,,,2017.png,https://www.edu.cn/ke_yan_yu_fa_zhan/gao_xiao_cheng_guo/gao_xiao_zi_xun/201808/t20180813_1620842.shtml,paddleocr_strip,False,
2018,1,清华大学,269.45,,,196.74,216.31,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,2,浙江大学,154.65,,,111.35,113.98,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,3,上海交通大学,144.88,,,111.91,114.88,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,4,中山大学,134.92,,,101.55,102.10,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,5,同济大学,134.21,,,109.75,107.21,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,OCR漏识别预算总经费134.21; 已按原图补入
2018,6,北京大学,125.54,,,123.91,125.54,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,7,复旦大学,108.90,,,77.67,79.79,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,8,华中科技大学,97.97,,,70.07,77.04,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,9,吉林大学,97.65,,,64.70,63.07,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,10,武汉大学,93.48,,,68.12,70.48,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,11,四川大学,85.28,,,55.65,63.28,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,12,山东大学,84.41,,,64.22,73.98,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,13,天津大学,82.88,,,56.68,65.98,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,14,南京大学,81.26,,,52.20,54.87,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,15,西安交通大学,80.39,,,58.26,58.54,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,16,厦门大学,76.81,,,55.58,65.81,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,17,中南大学,73.02,,,50.02,55.02,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,18,华南理工大学,71.75,,,50.01,50.45,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,19,南开大学,69.15,,,62.71,63.15,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,20,北京师范大学,66.12,,,51.84,51.62,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,21,东南大学,44.70,,,41.92,,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,22,中国人民大学,57.79,,,50.09,50.45,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,23,华东师范大学,57.03,,,43.85,46.74,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,24,大连理工大学,55.59,,,37.51,40.93,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,25,中国农业大学,55.45,,,35.51,41.85,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,26,电子科技大学,53.83,,,37.45,40.83,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,27,重庆大学,50.36,,,38.31,42.36,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,28,北京交通大学,49.33,,,29.76,37.53,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,29,东北大学,36.88,,,,,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,30,武汉理工大学,48.42,,,48.33,48.42,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,31,北京科技大学,47.01,,,27.83,31.28,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,32,西安电子科技大学,45.10,,,28.60,32.11,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,33,西南交通大学,44.98,,,33.25,40.84,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,35,中国矿业大学,42.32,,,21.68,31.90,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,36,中国石油大学（北京）,42.13,,,20.33,25.33,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,37,湖南大学,41.43,,,30.97,32.80,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,38,西南大学,41.10,,,37.44,41.09,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,39,中国石油大学（华东）,39.00,,,28.02,28.00,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,40,兰州大学,37.97,,,27.10,30.51,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,41,北京化工大学,37.86,,,23.79,37.86,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,42,河海大学,37.51,,,22.42,26.51,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,43,西北农林科技大学,37.38,,,29.91,31.91,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,44,华东理工大学,36.43,,,25.88,27.19,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,45,中国海洋大学,35.81,,,27.44,28.31,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,46,江南大学,34.50,,,23.16,29.12,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,47,长安大学,34.20,,,27.50,27.50,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,48,南京农业大学,34.03,,,22.68,26.18,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,49,华北电力大学,30.48,,,21.83,21.21,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,50,合肥工业大学,29.60,,,21.05,22.96,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,51,华中师范大学,29.27,,,25.82,26.16,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,52,东北师范大学,27.71,,,24.68,25.16,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,53,北京邮电大学,25.75,,,21.76,25.25,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,54,华中农业大学,24.89,,,22.94,24.89,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,55,北京中医药大学,24.57,,,23.67,24.38,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,56,中国地质大学（北京）,24.15,,,14.65,15.95,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,57,东华大学,22.50,,,18.15,18.80,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,58,陕西师范大学,21.88,,,19.93,21.87,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,59,中国药科大学,19.78,,,15.01,14.99,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,60,对外经济贸易大学,17.28,,,16.28,16.65,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,61,东北林业大学,16.99,,,14.57,14.90,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,62,上海财经大学,16.96,,,15.77,15.93,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,63,中南财经政法大学,15.97,,,14.43,15.97,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,64,中国矿业大学（北京）,15.92,,,15.92,10.20,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,65,西南财经大学,15.83,,,15.57,15.83,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,66,北京林业大学,14.70,,,14.64,14.70,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,67,中国传媒大学,14.13,,,12.81,12.99,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,68,中央财经大学,14.13,,,12.81,12.99,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,69,上海外国语大学,13.96,,,13.73,13.96,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,70,北京外国语大学,13.88,,,13.88,13.60,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,71,中国政法大学,13.50,,,13.40,13.50,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,72,北京语言大学,12.28,,,10.68,11.88,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,73,中央美术学院,7.99,,,7.83,7.92,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,74,中央音乐学院,6.20,,,6.08,6.20,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2018,75,中央戏剧学院,4.27,,,4.05,4.27,,,,,,,,2018.jpeg,https://www.antpedia.com/news/99/n-2161799.html,paddleocr_strip,False,
2019,1,北京大学,190.06,,,,,,,,58.33,30.69%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,2,清华大学,297.20,,,,,,,,54.12,18.21%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,3,浙江大学,191.77,,,,,,,,40.09,20.91%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,4,吉林大学,98.97,,,,,,,,39.00,39.00%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,5,武汉大学,106.44,,,,,,,,35.91,33.74%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,6,四川大学,94.48,,,,,,,,35.27,37.33%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,7,华中科技大学,106.98,,,,,,,,33.59,31.40%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,8,上海交通大学,156.32,,,,,,,,33.40,21.37%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,9,复旦大学,125.09,,,,,,,,32.76,26.19%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,10,山东大学,97.27,,,,,,,,31.45,32.33%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,11,中山大学,175.17,,,,,,,,27.71,15.82%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,12,西安交通大学,271.24,,,,,,,,,,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,13,中南大学,84.50,,,,,,,,26.92,31.86%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,14,南京大学,77.53,,,,,,,,25.95,33.47%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,15,北京师范大学,81.85,,,,,,,,24.74,30.23%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,16,西南大学,44.37,,,,,,,,23.48,52.92%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,17,同济大学,90.46,,,,,,,,23.38,25.85%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,18,天津大学,76.53,,,,,,,,23.30,30.45%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,19,厦门大学,81.93,,,,,,,,22.58,27.56%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,20,中国人民大学,63.92,,,,,,,,22.16,34.67%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,21,武汉理工大学,54.71,,,,,,,,22.10,40.39%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,22,东南大学,74.72,,,,,,,,21.86,29.26%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,23,重庆大学,51.80,,,,,,,,21.45,41.41%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,24,南开大学,66.35,,,,,,,,20.70,31.20%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,25,华南理工大学,70.98,,,,,,,,20.10,28.32%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,26,兰州大学,45.37,,,,,,,,20.04,44.17%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,27,东北大学,49.89,,,,,,,,19.99,40.07%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,28,大连理工大学,59.52,,,,,,,,19.78,33.23%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,29,西北农林科技大学,39.84,,,,,,,,19.32,48.49%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,30,华东师范大学,62.38,,,,,,,,18.23,29.22%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,31,电子科技大学,60.51,,,,,,,,18.23,30.13%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,32,华中师范大学,31.70,,,,,,,,17.57,55.43%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,33,西南交通大学,47.50,,,,,,,,17.46,36.76%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,34,湖南大学,45.56,,,,,,,,17.04,37.40%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,35,中国地质大学（武汉）,41.79,,,,,,,,16.28,38.96%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,36,中国农业大学,56.20,,,,,,,,15.52,27.62%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,37,合肥工业大学,32.49,,,,,,,,15.36,47.28%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2019,38,西安电子科技大学,46.43,,,,,,,,15.34,33.04%,,,2019.jpg,https://www.sohu.com/a/311077070_503494,paddleocr_row,False,
2020,1,清华大学,310.72,,,,,297.21,13.51,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,2,浙江大学,216.20,,,,,191.77,24.43,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,3,北京大学,191.08,,,,,190.07,1.01,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
2020,4,中山大学,186.93,,,,,175.17,11.76,,,,,,2020预算.jpg,https://www.eol.cn/shuju/uni/202108/t20210805_2143174.shtml,paddleocr_strip,False,
